"","pmid","year","labels","phrase","highest_pvalue","group"
"28672",22889390,2013,2011,"""a statistical trend""",0.076,">=0.05-0.15"
"28682",10761179,2000,1999,"""fell short of significance""",0.057,">=0.05-0.15"
"28692",29342506,2018,2017,"""a significant trend""",0.008,"<0.05"
"28702",19230757,2009,2008,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"28713",15842549,2005,2005,"""marginal significance""",0.05,">=0.05-0.15"
"28732",16634781,2006,2005,"""a slight trend""",0.068,">=0.05-0.15"
"28742",24288260,2014,2014,"""a small trend""",0.1,">=0.15"
"28782",18253118,2008,2008,"""marginal significance""",0.054,">=0.05-0.15"
"28792",20204689,2010,2008,"""an overall trend""",0.09,">=0.05-0.15"
"28802",30682098,2019,2017,"""only marginally significant""",0.06,">=0.05-0.15"
"28813",28410406,2017,2017,"""marginally statistically significant""",0.049,"<0.05"
"28822",27184172,2016,2014,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"28832",24760150,2014,2014,"""a nonsignificant trend""",0.076,">=0.05-0.15"
"28852",23937688,2013,2011,"""nearly significant""",0.058,">=0.05-0.15"
"28872",11407430,2001,1999,"""only marginally significant""",0.1,">=0.15"
"28902",10530501,1999,1999,"""fell just short of statistical significance""",0.06,">=0.05-0.15"
"28913",15659895,2004,2002,"""a strong trend""",0.05,">=0.05-0.15"
"28922",7853592,1995,1993,"""just failed to reach statistical significance""",0.056,">=0.05-0.15"
"28942",11142757,2000,1999,"""approaching significance""",0.07,">=0.05-0.15"
"28952",8816210,1996,1996,"""very close to significant""",0.0512,">=0.05-0.15"
"28972",21981661,2012,2011,"""a slight trend""",0.24,">=0.15"
"28992",28963127,2017,2017,"""a statistical trend""",0.084,">=0.05-0.15"
"29002",15718317,2005,2005,"""a slight trend""",0.06,">=0.05-0.15"
"29013",23886401,2014,2014,"""almost significant""",0.08,">=0.05-0.15"
"29022",23246081,2013,2011,"""not yet significant""",0.06,">=0.05-0.15"
"29042",26116584,2015,2014,"""marginal significance""",0.04,"<0.05"
"29052",25891205,2015,2014,"""nominally significant""",0.0121,"<0.05"
"29062",27633502,2016,2014,"""significant tendency""",0.05,">=0.05-0.15"
"29072",17907851,2007,2005,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"29082",32629682,2020,2020,"""a marginal trend""",0.05,">=0.05-0.15"
"29103",14979810,2004,2002,"""close to being significant""",0.06,">=0.05-0.15"
"29113",23104708,2013,2011,"""almost reached statistical significance""",0.068,">=0.05-0.15"
"29132",29602821,2018,2017,"""nearing significance""",0.06,">=0.05-0.15"
"29142",27834670,2017,2017,"""a strong trend""",0.051,">=0.05-0.15"
"29152",9433873,1998,1996,"""almost reached statistical significance""",0.054,">=0.05-0.15"
"29162",26974430,2016,2014,"""near-significant""",0.08,">=0.05-0.15"
"29172",9787883,1998,1996,"""a nonsignificant trend""",0.066,">=0.05-0.15"
"29192",16550603,2006,2005,"""a nonsignificant trend""",0.06,">=0.05-0.15"
"29202",9347134,1997,1996,"""a statistical trend""",0.1,">=0.15"
"29213",16723303,2006,2005,"""approaching significance""",0.053,">=0.05-0.15"
"29222",8888365,1996,1996,"""a decreasing trend""",0.09,">=0.05-0.15"
"29232",29266017,2018,2017,"""tended to be significant""",0.05,">=0.05-0.15"
"29252",16777433,2006,2005,"""only marginally significant""",0.08,">=0.05-0.15"
"29262",24217138,2014,2014,"""marginal significance""",0.11,">=0.15"
"29272",29371383,2018,2017,"""nominally significant""",0.0193,"<0.05"
"29282",16555056,2006,2005,"""significant tendency""",0.058,">=0.05-0.15"
"29292",8583813,1996,1996,"""only marginally significant""",0.07,">=0.05-0.15"
"29313",18373127,2008,2008,"""a statistical trend""",0.1,">=0.15"
"29332",17198072,2007,2005,"""only marginally significant""",0.025,"<0.05"
"29342",16737371,2006,2005,"""almost significant""",0.07,">=0.05-0.15"
"29352",10931123,2000,1999,"""a strong trend""",0.07,">=0.05-0.15"
"29362",25526597,2015,2014,"""fell short of significance""",0.057,">=0.05-0.15"
"29372",19654956,2009,2008,"""marginal significance""",0.053,">=0.05-0.15"
"29382",23791513,2013,2011,"""a strong trend""",0.06,">=0.05-0.15"
"29392",24796768,2014,2014,"""a statistical trend""",0.127,">=0.15"
"29402",18801382,2008,2008,"""nearly significant""",0.06,">=0.05-0.15"
"29413",16159849,2005,2005,"""a nonsignificant trend""",0.35,">=0.15"
"29422",8942333,1996,1996,"""close to being significant""",0.056,">=0.05-0.15"
"29432",21277510,2011,2011,"""approaches statistical significance""",0.06,">=0.05-0.15"
"29442",2035313,1991,1990,"""a significant trend""",0.27,">=0.15"
"29462",16483553,2006,2005,"""just failed to reach statistical significance""",0.058,">=0.05-0.15"
"29513",10550131,1999,1999,"""barely significant""",0.05,">=0.05-0.15"
"29542",18378519,2008,2008,"""nearly significant""",0.05,">=0.05-0.15"
"29552",7944878,1994,1993,"""a nonsignificant trend""",0.08,">=0.05-0.15"
"29562",18751689,2009,2008,"""marginal significance""",0.0499,"<0.05"
"29572",19669788,2009,2008,"""a weak trend""",0.084,">=0.05-0.15"
"29582",27142472,2016,2014,"""a strong trend""",0.058,">=0.05-0.15"
"29613",15067204,2004,2002,"""significant tendency""",0.106,">=0.15"
"29622",24064970,2013,2011,"""significant tendency""",0.09,">=0.05-0.15"
"29632",14581273,2003,2002,"""marginal significance""",0.103,">=0.15"
"29642",23452682,2013,2011,"""barely significant""",0.05,">=0.05-0.15"
"29652",21269454,2011,2011,"""a favorable trend""",0.2,">=0.15"
"29682",11524467,2001,1999,"""a statistical trend""",0.09,">=0.05-0.15"
"29692",30199523,2018,2017,"""a significant trend""",0.016,"<0.05"
"29722",28617758,2017,2017,"""a statistical trend""",0.07,">=0.05-0.15"
"29732",9682700,1998,1996,"""nominally significant""",0.03,"<0.05"
"29762",18198165,2008,2008,"""a marginal trend""",0.073,">=0.05-0.15"
"29802",30710418,2019,2017,"""almost reached statistical significance""",0.087,">=0.05-0.15"
"29813",11287037,2001,1999,"""near-significant""",0.1,">=0.15"
"29822",11318052,2001,1999,"""near significance""",0.087,">=0.05-0.15"
"29832",1281030,1992,1990,"""a nonsignificant trend""",0.15,">=0.15"
"29842",20650437,2010,2008,"""a nonsignificant trend""",0.25,">=0.15"
"29852",11028731,2000,1999,"""a significant trend""",1e-04,"<0.05"
"29872",20541949,2010,2008,"""just failed to reach statistical significance""",0.051,">=0.05-0.15"
"29882",16043734,2005,2005,"""a suggestive trend""",0.01,"<0.05"
"29892",17407593,2007,2005,"""nominally significant""",0.0025,"<0.05"
"29902",8546117,1996,1996,"""not significant by conventional standards""",0.12,">=0.15"
"29913",16919576,2006,2005,"""nearly significant""",0.055,">=0.05-0.15"
"29922",19922752,2010,2008,"""nearly significant""",0.07,">=0.05-0.15"
"29952",19297363,2009,2008,"""a strong trend""",0.06,">=0.05-0.15"
"29972",8436517,1993,1993,"""at the limit of significance""",0.06,">=0.05-0.15"
"29992",22237690,2012,2011,"""a nonsignificant trend""",0.213,">=0.15"
"30002",11321143,2001,1999,"""marginal significance""",0.1,">=0.15"
"11004",16822127,2006,2005,"""just short of significance""",0.06,">=0.05-0.15"
"41041",21088669,2011,2011,"""a significant trend""",0.01,"<0.05"
"5104",12698315,2003,2002,"""nearly significant""",0.057,">=0.05-0.15"
"8104",8947784,1996,1996,"""marginal significance""",0.06,">=0.05-0.15"
"9104",28596274,2017,2017,"""trending towards significance""",0.06,">=0.05-0.15"
"10104",22382876,2012,2011,"""a clear trend""",0.07,">=0.05-0.15"
"11104",25212229,2015,2014,"""marginal significance""",0.07,">=0.05-0.15"
"14104",20929998,2011,2011,"""nearly significant""",0.1,">=0.15"
"15104",8326053,1993,1993,"""approaching significance""",0.1,">=0.15"
"16104",10721440,1999,1999,"""nearly significant""",0.08,">=0.05-0.15"
"17104",8979385,1996,1996,"""marginal significance""",0.08,">=0.05-0.15"
"18104",10599797,1999,1999,"""approaching significance""",0.08,">=0.05-0.15"
"19104",22409311,2012,2011,"""fell just short of statistical significance""",0.051,">=0.05-0.15"
"20104",20022431,2010,2008,"""marginally insignificant""",0.06,">=0.05-0.15"
"22104",11088095,2000,1999,"""near significance""",0.07,">=0.05-0.15"
"23104",16823382,2007,2005,"""a statistical trend""",0.1,">=0.15"
"24104",8625221,1995,1993,"""nearly significant""",0.12,">=0.15"
"25104",12663710,2003,2002,"""a borderline significant trend""",0.06,">=0.05-0.15"
"26104",16096815,2006,2005,"""almost significant""",0.06,">=0.05-0.15"
"27104",21325105,2011,2011,"""just failed to reach statistical significance""",0.05,">=0.05-0.15"
"28104",2064881,1991,1990,"""weakly significant""",0.04,"<0.05"
"29104",28618424,2017,2017,"""close to being significant""",0.06,">=0.05-0.15"
"32103",1594255,1992,1990,"""approaching significance""",0.0513,">=0.05-0.15"
"34103",21465170,2011,2011,"""a marginal trend""",0.068,">=0.05-0.15"
"35102",30099212,2018,2017,"""a slight trend""",0.05,">=0.05-0.15"
"37102",21068681,2010,2008,"""a strong trend""",0.06,">=0.05-0.15"
"38102",15630054,2005,2005,"""marginally nonsignificant""",0.1,">=0.15"
"41141",23826214,2013,2011,"""a statistical trend""",0.06,">=0.05-0.15"
"42141",28169885,2017,2017,"""a statistical trend""",0.1,">=0.15"
"43141",21474637,2011,2011,"""nearly significant""",0.06,">=0.05-0.15"
"44141",24001364,2014,2014,"""reached borderline significance""",0.09,">=0.05-0.15"
"4514",15587240,2004,2002,"""fell just short of significance""",0.05,">=0.05-0.15"
"46141",7649958,1995,1993,"""significant tendency""",0.09,">=0.05-0.15"
"47141",12503978,2003,2002,"""marginally nonsignificant""",0.05,">=0.05-0.15"
"48141",15982429,2005,2005,"""a decreasing trend""",0.077,">=0.05-0.15"
"49141",31358387,2019,2017,"""a nonsignificant trend""",0.05,">=0.05-0.15"
"5014",7944681,1994,1993,"""approaches statistical significance""",0.056,">=0.05-0.15"
"53141",27223898,2016,2014,"""marginal significance""",0.051,">=0.05-0.15"
"54141",21216856,2011,2011,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"55141",24996857,2014,2014,"""moderately significant""",0.04,"<0.05"
"5614",11181683,2001,1999,"""reached borderline significance""",0.04,"<0.05"
"5714",20371675,2010,2008,"""a nonsignificant trend""",0.084,">=0.05-0.15"
"5814",25160843,2015,2014,"""a nonsignificant trend""",0.0525,">=0.05-0.15"
"5914",27911295,2017,2017,"""approaching significance""",0.072,">=0.05-0.15"
"6014",21085591,2010,2008,"""a significant trend""",0.001,"<0.05"
"6414",19739914,2009,2008,"""a significant trend""",0.089,">=0.05-0.15"
"6514",11697833,2001,1999,"""marginally statistically significant""",0.046,"<0.05"
"6614",9653596,1998,1996,"""nearly significant""",0.06,">=0.05-0.15"
"6714",12913705,2003,2002,"""a nonsignificant trend""",0.064,">=0.05-0.15"
"6814",31703302,2019,2017,"""marginal significance""",0.056,">=0.05-0.15"
"7014",12956752,2003,2002,"""a strong trend""",0.018,"<0.05"
"7114",30612237,2019,2017,"""nearly significant""",0.055,">=0.05-0.15"
"7214",29954759,2018,2017,"""almost significant""",0.053,">=0.05-0.15"
"7314",30117765,2018,2017,"""a strong trend toward significance""",0.052,">=0.05-0.15"
"7514",19348539,2009,2008,"""a clear trend""",0.06,">=0.05-0.15"
"7614",7639092,1995,1993,"""a slight trend""",0.16,">=0.15"
"7714",30062527,2019,2017,"""almost significant""",0.064,">=0.05-0.15"
"7914",26771632,2016,2014,"""a significant trend""",0.0072,"<0.05"
"8014",21641522,2011,2011,"""a statistical trend""",0.05,">=0.05-0.15"
"8114",8106774,1994,1993,"""at the limit of significance""",0.053,">=0.05-0.15"
"8214",18424099,2008,2008,"""approaching significance""",0.067,">=0.05-0.15"
"8414",19308417,2009,2008,"""a statistical trend""",0.058,">=0.05-0.15"
"8614",21975580,2012,2011,"""nearly significant""",0.032,"<0.05"
"8714",30844808,2019,2017,"""a nonsignificant trend""",0.307,">=0.15"
"8814",2232798,1990,1990,"""approaching significance""",0.06,">=0.05-0.15"
"8914",22858390,2012,2011,"""nominally significant""",0.05,">=0.05-0.15"
"9014",19166423,2008,2008,"""significantly significant""",0.933,">=0.15"
"9114",27488098,2016,2014,"""a slight trend""",0.05,">=0.05-0.15"
"9314",15327757,2004,2002,"""weak significance""",0.04,"<0.05"
"9414",21185525,2011,2011,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"9514",9547423,1998,1996,"""a nonsignificant trend""",0.1,">=0.15"
"9614",23630039,2013,2011,"""near significance""",0.054,">=0.05-0.15"
"9714",23045537,2012,2011,"""a strong trend""",0.01,"<0.05"
"9814",17714967,2008,2008,"""almost reached statistical significance""",0.059,">=0.05-0.15"
"10014",19940276,2010,2008,"""a significant trend""",0.03,"<0.05"
"10214",30545649,2019,2017,"""almost reached statistical significance""",0.06,">=0.05-0.15"
"10314",8592224,1996,1996,"""a strong trend""",0.05,">=0.05-0.15"
"10414",28074885,2017,2017,"""at the limit of significance""",0.05,">=0.05-0.15"
"10514",21415315,2011,2011,"""a nonsignificant trend""",0.09,">=0.05-0.15"
"10914",1751272,1991,1990,"""near significance""",0.05,">=0.05-0.15"
"11014",22292945,2012,2011,"""fell short of significance""",0.083,">=0.05-0.15"
"11114",23443360,2013,2011,"""near significance""",0.06,">=0.05-0.15"
"11214",10567284,1999,1999,"""possibly significant""",0.12,">=0.15"
"11314",29183775,2018,2017,"""marginally statistically significant""",0.069,">=0.05-0.15"
"11414",11389399,2001,1999,"""only marginally significant""",0.07,">=0.05-0.15"
"11514",1740401,1992,1990,"""only marginally significant""",0.08,">=0.05-0.15"
"11714",16351366,2005,2005,"""only marginally significant""",0.06,">=0.05-0.15"
"11814",28575932,2017,2017,"""reached near significance""",0.05,">=0.05-0.15"
"11914",23265334,2013,2011,"""a nonsignificant trend""",0.0313,"<0.05"
"12114",15741051,2005,2005,"""only marginally significant""",0.06,">=0.05-0.15"
"12214",9459375,1998,1996,"""nearly significant""",0.067,">=0.05-0.15"
"12414",22076546,2011,2011,"""a nonsignificant trend""",0.048,"<0.05"
"12514",10100391,1999,1999,"""only marginally significant""",0.1,">=0.15"
"12614",8504634,1993,1993,"""near significance""",0.056,">=0.05-0.15"
"12714",9272800,1997,1996,"""fell just short of significance""",0.06,">=0.05-0.15"
"12814",29914432,2018,2017,"""only marginally significant""",0.04,"<0.05"
"13014",24485800,2014,2014,"""a strong trend""",0.054,">=0.05-0.15"
"13114",15738918,2004,2002,"""appeared to be marginally significant""",0.072,">=0.05-0.15"
"13214",24513787,2014,2014,"""a nonsignificant trend""",0.076,">=0.05-0.15"
"13314",31356921,2019,2017,"""approaching significance""",0.05,">=0.05-0.15"
"13414",11902852,2002,2002,"""suggestively significant""",0.09,">=0.05-0.15"
"13514",26313229,2016,2014,"""near significance""",0.1,">=0.15"
"13614",31256092,2019,2017,"""at the limit of significance""",0.058,">=0.05-0.15"
"13814",21300952,2011,2011,"""nominally significant""",0.058,">=0.05-0.15"
"14014",16881807,2006,2005,"""tendency toward statistical significance""",0.06,">=0.05-0.15"
"142141",15277159,2004,2002,"""tended to be significant""",0.08,">=0.05-0.15"
"14314",1638170,1992,1990,"""just failed to reach statistical significance""",0.058,">=0.05-0.15"
"14414",11691521,2001,1999,"""a strong trend""",0.06,">=0.05-0.15"
"14514",16220024,2005,2005,"""a statistical trend""",0.088,">=0.05-0.15"
"14614",21372311,2011,2011,"""a statistical trend""",0.08,">=0.05-0.15"
"15014",25207792,2015,2014,"""a significant trend""",0.0409,"<0.05"
"15114",21544072,2011,2011,"""near-significant""",0.0512,">=0.05-0.15"
"15214",9439537,1997,1996,"""a strong trend""",0.06,">=0.05-0.15"
"15314",21148334,2011,2011,"""marginal significance""",0.051,">=0.05-0.15"
"15414",20826629,2010,2008,"""a nonsignificant trend""",0.08,">=0.05-0.15"
"15514",17105328,2006,2005,"""only slightly significant""",0.05,">=0.05-0.15"
"15614",24706559,2014,2014,"""weak significance""",0.08,">=0.05-0.15"
"15914",12222651,2002,2002,"""almost significant""",0.049,"<0.05"
"16014",30355209,2018,2017,"""near-significant""",0.053,">=0.05-0.15"
"16114",25138762,2015,2014,"""significant tendency""",0.22,">=0.15"
"16414",11863237,2002,2002,"""marginal significance""",0.05,">=0.05-0.15"
"16614",10584476,1999,1999,"""nearly significant""",0.05,">=0.05-0.15"
"16714",16418760,2006,2005,"""approaching significance""",0.08,">=0.05-0.15"
"16814",25543261,2015,2014,"""almost significant""",0.06,">=0.05-0.15"
"17014",9547080,1998,1996,"""tended toward significance""",0.1,">=0.15"
"17114",8362195,1993,1993,"""almost statistically significant""",0.015,"<0.05"
"17214",15222593,2004,2002,"""approaches statistical significance""",0.1,">=0.15"
"17314",23915172,2013,2011,"""almost significant""",0.07,">=0.05-0.15"
"17414",28870194,2017,2017,"""nearly significant""",0.1,">=0.15"
"17814",16415699,2006,2005,"""nominally significant""",0.013,"<0.05"
"17914",30686636,2019,2017,"""approached significant""",0.0689,">=0.05-0.15"
"18114",21455611,2011,2011,"""significant tendency""",0.059,">=0.05-0.15"
"18214",23743581,2013,2011,"""almost statistically significant""",0.052,">=0.05-0.15"
"18314",11311034,2001,1999,"""near-significant""",0.056,">=0.05-0.15"
"18414",7897053,1995,1993,"""reached borderline significance""",0.14,">=0.15"
"18514",9596400,1998,1996,"""a statistical trend""",0.08,">=0.05-0.15"
"18614",24749632,2014,2014,"""approaching significance""",0.076,">=0.05-0.15"
"18714",20847754,2010,2008,"""a statistical trend""",0.074,">=0.05-0.15"
"18914",30116859,2018,2017,"""marginal significance""",0.05,">=0.05-0.15"
"19014",9014795,1996,1996,"""a strong trend""",0.056,">=0.05-0.15"
"19114",25883965,2015,2014,"""nominally significant""",0.03,"<0.05"
"19214",18510607,2008,2008,"""a nonsignificant trend""",0.08,">=0.05-0.15"
"19314",10699806,2000,1999,"""slightly significant""",0.05,">=0.05-0.15"
"19414",7889665,1994,1993,"""reached borderline significance""",0.04,"<0.05"
"19514",7955198,1994,1993,"""a strong trend""",0.07,">=0.05-0.15"
"19614",25585050,2015,2014,"""a statistical trend""",0.07,">=0.05-0.15"
"19814",27929721,2017,2017,"""significant tendency""",0.05,">=0.05-0.15"
"19914",24083887,2014,2014,"""a nonsignificant trend""",0.05,">=0.05-0.15"
